ID;Date;Time;DateTime;Lat (DecDeg);Lon (DecDeg);Temperature (°C);Conductivity in situ (µS/cm);Conductivity lab (µS/cm);d18O (o/oo) vs. SMOW;dD (o/oo) vs. SMOW;d-excess;DOC (mg/L);d14C (Age);Si uM/l (OSL);QF_Si;PO4 ug P/l (OSL);PO4 µM/L (OSL);QF_PO4;NO2+NO3 ug N/l (OSL);NO2+NO3 µM/L;QF_NO2+NO3;NH4 ug N/l (OSL);NH4 µM/L;QF_NH4;NO2 µM N/l (OSL);QF_NO2;Total TP ug P/l;QF_TotalTP;Dissolved TP ug P/l;QF_DissTP;Total TN ug N/l;QF_TotalTN;Dissolved TN ug N/l;QF_DissTN;aCDOM254;aCDOM350;aCDOM443;aCDOM690to700;Cuvette length;Instrument;S275-295;SUVA;d14C sample;cations and anions on sample;Al µg/L (AWI);QF_Al;Ba µg/L (AWI);QF_Ba;Ca mg/L (AWI);QF_Ca;Fe µg/L (AWI);QF_Fe;K mg/L (AWI);QF_K;Mg mg/L (AWI);QF_Mg;Mn µg/L (AWI);QF_Mn;Na mg/L (AWI);QF_Na;P mg/L (AWI);QF_P;Si mg/L (AWI);QF_Si;Sr µg/L (AWI);QF_Sr;F mg/L (AWI);QF_F;Cl mg/L (AWI);QF_Cl;SO4 mg/L (AWI);QF_SO4;Br mg/L (AWI);QF_Br;NO3 mg/L (AWI);QF_NO3_AWI;PO4 mg/L (AWI);QF_PO4_AWI
117;2019-06-22;10:00:00;2019-06-22 10:00:00;;;15.2;24;104.9;-22.73;-173.7;;16.15;;54;;;0.13;;;;;;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2019-06-23;14:00:00;2019-06-23 14:00:00;;;14.6;24;105.5;-22.46;-172.4;;14.84;;47.75;;;0.1;;;;;;2.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;2019-06-24;13:00:00;2019-06-24 13:00:00;;;14.8;24;110.4;-22.4;-170.5;;14.36;;54.98;;;0.11;;;0.13;;;1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;2019-06-25;12:00:00;2019-06-25 12:00:00;;;16.8;24;107.6;-22.36;-169.1;;13.97;;44.03;;;0.09;;;0.29;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2019-06-26;08:00:00;2019-06-26 08:00:00;;;18;25;108.9;-22.33;-170;;14.36;;53.08;;;0.08;;;;;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;2019-06-27;18:00:00;2019-06-27 18:00:00;;;18.5;25;110.7;-22.34;-168.4;;14.06;;57.09;;;0.15;;;0.12;;;4.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;2019-06-28;13:30:00;2019-06-28 13:30:00;;;17.5;25;110.8;-22.32;-169.3;;12.84;;56.05;;;0.11;;;0.95;;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;2019-06-29;10:00:00;2019-06-29 10:00:00;;;17.4;24;108.9;-22.34;-168.6;;11.59;;56.42;;;0.1;;;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;2019-06-30;11:00:00;2019-06-30 11:00:00;;;16.7;24;107.2;-22.32;-168.9;;11.12;;55.79;;;0.12;;;0.26;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;2019-07-01;14:00:00;2019-07-01 14:00:00;;;17.4;24;104.3;-22.4;-170.2;;10.92;;55.09;;;0.11;;;;;;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;2019-07-02;11:00:00;2019-07-02 11:00:00;;;16.2;24;104.8;-22.17;-168.7;;10.67;;53.71;;;0.11;;;0.07;;;1.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;2019-07-04;14:00:00;2019-07-04 14:00:00;;;16.3;105;103.5;-22.1;-167.9;;9.75;;53.79;;;0.1;;;0.05;;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;2019-07-07;16:30:00;2019-07-07 16:30:00;;;16.7;109;105.5;-21.83;-165.5;;9.64;;51.48;;;0.1;;;0.84;;;1.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;2019-07-10;11:00:00;2019-07-10 11:00:00;;;16.8;112;106.6;-21.63;-164.3;;9.26;;52.45;;;0.1;;;3.95;;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;2019-07-12;14:30:00;2019-07-12 14:30:00;;;16.8;111;105.3;-21.47;-163.1;;8.2;;53.41;;;0.08;;;2.23;;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;2019-07-14;15:20:00;2019-07-14 15:20:00;;;17;113;108.8;-21.25;-162.2;;8.42;;55.11;;;0.07;;;3.69;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;2019-07-16;16:30:00;2019-07-16 16:30:00;;;16.2;118;111.2;-21.12;-160.9;;7.97;;54.76;;;0.06;;;2.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;2019-07-18;11:00:00;2019-07-18 11:00:00;;;15.5;121;113;-21.03;-158.8;;7.66;;53.43;;;0.01;;;4.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;2019-07-20;10:00:00;2019-07-20 10:00:00;;;16.4;124;114.3;-20.86;-159.9;;7.19;;52.74;;;0.08;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;2019-07-22;11:30:00;2019-07-22 11:30:00;;;16.1;128;116.9;-20.72;-157.7;;6.86;;54.47;;;0.07;;;1.94;;;2.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;2019-07-24;10:00:00;2019-07-24 10:00:00;;;16;131;122.7;-20.6;-155.2;;6.88;;54.73;;;0.07;;;3.41;;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;2019-07-26;10:30:00;2019-07-26 10:30:00;;;15.4;140;123.9;-20.42;-155.7;;6.78;;54.09;;;0.09;;;4.35;;;2.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;2019-07-28;11:00:00;2019-07-28 11:00:00;;;15.2;145;134.5;-20.25;-156.6;;6.31;;55.71;;;0.05;;;2.68;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;2019-07-30;10:10:00;2019-07-30 10:10:00;;;14.9;149;124.7;-20.25;-153.7;;6.7;;57.59;;;0.05;;;2.02;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;2019-08-01;10:30:00;2019-08-01 10:30:00;;;14.6;154;145.3;-20.09;-154.5;;6.24;;59.64;;;0.04;;;1.59;;;1.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;2019-08-03;11:20:00;2019-08-03 11:20:00;;;15.1;161;152.2;-19.97;-152;;6.78;;61.04;;;0.03;;;0.01;;;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;2019-08-05;11:20:00;2019-08-05 11:20:00;;;14.5;165;151.2;-19.88;-152.1;;6.13;;60.08;;;0.06;;;0.45;;;2.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;2019-08-07;09:20:00;2019-08-07 09:20:00;;;14.2;171;146.8;-19.89;-150.6;;5.84;;59.63;;;0.05;;;0.9;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;2019-08-09;14:40:00;2019-08-09 14:40:00;;;15.1;171;155.5;-19.76;-151.2;;5.91;;65.48;;;0.04;;;0.42;;;2.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;2019-08-12;11:00:00;2019-08-12 11:00:00;;;16.3;185;167.2;-19.52;-150.6;;5.62;;65.42;;;0.04;;;1.1;;;1.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;2019-08-14;21:30:00;2019-08-14 21:30:00;;;16;144;169.6;-19.39;-148.7;;6.57;;63.06;;;0.03;;;1.02;;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;2019-08-16;10:30:00;2019-08-16 10:30:00;;;15;184;169;-19.26;-148;;5.85;;62.78;;;0.02;;;0.25;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;2019-08-18;11:00:00;2019-08-18 11:00:00;;;14.8;181;167.3;-19.14;-147.6;;5.75;;64.84;;;0.01;;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;2019-08-20;10:30:00;2019-08-20 10:30:00;;;15;178;160.8;-19.02;-147.1;;5.49;;70.95;;;0.03;;;0.23;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;2019-08-22;10:40:00;2019-08-22 10:40:00;;;14.4;183;163.2;-18.95;-144.9;;5.4;;67.27;;;0.06;;;0.86;;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;2019-08-24;10:40:00;2019-08-24 10:40:00;;;14.4;182;170.7;-18.81;-144.8;;6.09;;73.79;;;0.04;;;0.54;;;3.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;2019-08-26;09:00:00;2019-08-26 09:00:00;;;14.5;176;159.7;-18.78;-140.2;;5.89;;71.42;;;0.03;;;0.41;;;2.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;2019-08-28;10:30:00;2019-08-28 10:30:00;;;14.8;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;2019-08-30;15:30:00;2019-08-30 15:30:00;;;12.9;164;156.9;-18.47;-138.4;;7.19;;72.51;;;0.04;;;0.24;;;3.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;2019-09-01;17:00:00;2019-09-01 17:00:00;;;12;163;158.2;-18.43;-139.1;;7.27;;71.17;;;0.05;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;2019-09-03;16:00:00;2019-09-03 16:00:00;;;11;170;159;-18.51;-139.9;;6.72;;73.22;;;0.01;;;0.39;;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;2019-09-05;10:00:00;2019-09-05 10:00:00;;;12.2;174;170.4;-18.64;-139.2;;6.83;;71.49;;;0.03;;;0.26;;;1.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;2019-09-07;10:00:00;2019-09-07 10:00:00;;;12.4;183;173.3;-18.68;-141.3;;6.09;;64.45;;;0.01;;;0.04;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;2019-09-09;09:00:00;2019-09-09 09:00:00;;;11.8;188;179.8;-18.65;-141.3;;6.09;;68.64;;;0.03;;;0.52;;;2.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;2019-09-11;10:00:00;2019-09-11 10:00:00;;;10.2;199;185.5;-18.71;-142.6;;5.47;;70.35;;;0.04;;;0.84;;;3.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;2019-09-13;06:00:00;2019-09-13 06:00:00;;;10.3;266;178.6;-18.72;-144.1;;6.37;;76.803;;;0.072;;;2.895;;;1.608;;0.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;2019-09-15;11:00:00;2019-09-15 11:00:00;;;10.2;224;189;-18.76;-143.9;;5.53;;78.113;;;0.042;;;2.314;;;0.661;;0.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;2019-09-17;09:00:00;2019-09-17 09:00:00;;;9.4;228;197.1;-18.81;-144.4;;5.59;;78.802;;;0.065;;;2.731;;;0.805;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;2019-09-19;12:00:00;2019-09-19 12:00:00;;;8.9;230;190.6;-18.95;-144.9;;5.4;;81.595;;;0.052;;;2.638;;;0.875;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;2019-09-21;09:00:00;2019-09-21 09:00:00;;;8.2;225;193;-18.97;-145.8;;5.26;;81.42;;;0.061;;;2.62;;;0.96;;0.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;2019-09-23;10:00:00;2019-09-23 10:00:00;;;7.6;220;189.1;-18.86;-145;;5.79;;79.342;;;0.053;;;2.782;;;0.929;;0.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;2019-09-25;08:00:00;2019-09-25 08:00:00;;;6.6;224;190.1;-18.77;-144.3;;6.25;;79.323;;;0.038;;;2.766;;;0.94;;0.119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;2019-09-27;09:00:00;2019-09-27 09:00:00;;;6.6;226;181.4;-18.69;-143.9;;6.28;;79.987;;;0.041;;;2.349;;;0.736;;0.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;2019-09-29;08:00:00;2019-09-29 08:00:00;;;6.1;223;191.3;-18.75;-144.2;;7.04;;78.97;;;0.056;;;2.572;;;1.138;;0.162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;2019-10-01;08:00:00;2019-10-01 08:00:00;;;5.3;224;177.7;-18.74;-144.2;;6.48;;76.591;;;0.054;;;2.225;;;1.152;;0.186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;2019-10-03;08:00:00;2019-10-03 08:00:00;;;3.6;221;173.8;-18.72;-144.1;;6.23;;77.946;;;0.046;;;2.698;;;1.208;;0.223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;2019-10-05;09:00:00;2019-10-05 09:00:00;;;3.1;217;186.4;-18.85;-144.3;;6.38;;75.773;;;0.07;;;3.924;;;1.619;;0.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;2019-10-07;08:00:00;2019-10-07 08:00:00;;;2.9;221;187.4;-18.85;-144;;6.6;;77.114;;;0.061;;;5.056;;;0.881;;0.127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;2019-10-09;08:00:00;2019-10-09 08:00:00;;;2.3;225;195.3;-18.8;-143.8;;7.18;;78.816;;;0.063;;;5.205;;;1;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;2019-10-11;08:00:00;2019-10-11 08:00:00;;;1.3;175;192.1;-18.67;-142.9;;6.77;;80.26;;;0.066;;;4.928;;;0.806;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;2019-10-13;08:00:00;2019-10-13 08:00:00;;;0.4;216;182;-18.5;-140.9;;7.21;;83.221;;;0.066;;;4.672;;;0.782;;0.164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;2019-10-15;10:00:00;2019-10-15 10:00:00;;;0.2;207;177.6;-18.36;-139.9;;7.99;;80.341;;;0.077;;;4.581;;;0.994;;0.281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;2019-10-17;08:00:00;2019-10-17 08:00:00;;;-0.1;193;168.2;-18.22;-138.8;;8.39;;86.78;;;0.064;;;4.128;;;0.913;;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;2019-10-19;09:00:00;2019-10-19 09:00:00;;;0;193;169.9;-18.22;-138.6;;8.44;;76.514;;;0.061;;;3.884;;;0.692;;0.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;2019-10-21;09:00:00;2019-10-21 09:00:00;;;0;194;167.2;-18.27;-138.5;;8.7;;80.145;;;0.061;;;4.068;;;0.65;;0.216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;2019-10-23;08:00:00;2019-10-23 08:00:00;;;0;193;174.7;-18.52;-139.6;;8.99;;93.773;;;0.083;;;4.588;;;1.016;;0.212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;2019-10-25;09:00:00;2019-10-25 09:00:00;;;-0.1;193;171.2;-18.39;-139.7;;9.02;;89.817;;;0.067;;;4.432;;;0.825;;0.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;2019-10-27;08:00:00;2019-10-27 08:00:00;;;-0.1;194;163.5;-18.44;-139.9;;8.28;;85.673;;;0.141;;;4.701;;;1.006;;0.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;2019-10-29;10:00:00;2019-10-29 10:00:00;;;-0.1;193;165.8;-18.5;-140.3;;8.78;;90.764;;;0.07;;;4.558;;;0.787;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;2019-10-31;10:00:00;2019-10-31 10:00:00;;;-0.1;139;171.9;-18.63;-140.7;;8.37;;94.696;;;0.073;;;4.973;;;0.78;;0.244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;2019-11-02;10:00:00;2019-11-02 10:00:00;;;-0.1;147;174.9;-18.6;-140.6;;8.47;;96.325;;;0.063;;;4.889;;;0.865;;0.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;2019-11-04;10:00:00;2019-11-04 10:00:00;;;-0.1;143;172.2;-18.72;-141.5;;8.03;;91.887;;;0.073;;;4.975;;;0.779;;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;2019-11-06;11:00:00;2019-11-06 11:00:00;;;-0.1;113;168.5;-18.73;-142;;8.51;;85.334;;;0.07;;;5.244;;;0.978;;0.133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;2019-11-08;12:00:00;2019-11-08 12:00:00;;;-0.1;190;169.1;-18.86;-142.7;;8.01;;96.856;;;0.077;;;5.551;;;1.067;;0.147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;2019-11-10;12:00:00;2019-11-10 12:00:00;;;-0.1;186;170;-18.71;-142.2;;6.61;;83.358;;;0.086;;;5.466;;;1.072;;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;2019-11-12;11:00:00;2019-11-12 11:00:00;;;-0.1;184;175;-18.8;-141.9;;7.77;;96.751;;;0.055;;;4.431;;;1.07;;0.126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;2019-11-14;10:00:00;2019-11-14 10:00:00;;;-0.1;168;177.1;-18.97;-142.3;;8.36;;100.312;;;0.08;;;4.694;;;1.455;;0.111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;2019-11-16;10:00:00;2019-11-16 10:00:00;;;-0.1;164;175.6;-18.92;-142.9;;8.42;;103.117;;;0.066;;;5.014;;;1.506;;0.239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;2019-11-18;12:00:00;2019-11-18 12:00:00;;;-0.1;161;176.5;-18.86;-142.5;;8;;98.709;;;0.094;;;4.81;;;1.734;;0.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;2019-11-20;12:00:00;2019-11-20 12:00:00;;;-0.1;154;172.1;-18.88;-143.1;;7.63;;102.834;;;0.044;;;4.917;;;1.182;;0.167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;2019-11-22;12:00:00;2019-11-22 12:00:00;;;-0.1;163;173.7;-18.85;-143;;7.05;;100.341;;;0.045;;;5.005;;;1.078;;0.169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;2019-11-24;12:00:00;2019-11-24 12:00:00;;;-0.1;153;170.4;-18.91;-142.9;;7.73;;100.888;;;0.058;;;4.988;;;1.116;;0.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;2019-11-26;11:00:00;2019-11-26 11:00:00;;;-0.1;256;180.1;-19.04;-143.9;;7.2;;104.861;;;0.05;;;5.526;;;1.052;;0.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;2019-11-28;12:00:00;2019-11-28 12:00:00;;;-0.1;258;180.3;-19.03;-143.9;;8.15;;104.516;;;0.052;;;5.603;;;1.284;;0.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;2019-11-30;12:00:00;2019-11-30 12:00:00;;;-0.1;254;175.4;-19.01;-144;;7.4;;108.404;;;0.042;;;5.58;;;1.236;;0.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;2019-12-02;12:00:00;2019-12-02 12:00:00;;;-0.1;257;171.1;-18.98;-143.9;;7.87;;107.731;;;0.05;;;5.658;;;1.288;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;2019-12-04;11:00:00;2019-12-04 11:00:00;;;-0.1;260;184.8;-19.05;-143.6;;8.45;;107.826;;;0.044;;;5.587;;;1.169;;0.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;2019-12-06;12:00:00;2019-12-06 12:00:00;;;0;260;184.2;-19.09;-144.5;;7.27;;108.982;;;0.039;;;5.735;;;1.121;;0.163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;2019-12-08;10:00:00;2019-12-08 10:00:00;;;-0.1;261;184.1;-19.08;-144.3;;7.44;;107.1;;;0.043;;;5.588;;;1.052;;0.097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;2019-12-10;11:00:00;2019-12-10 11:00:00;;;-0.1;266;183.8;-19.08;-144.3;;7.93;;107.932;;;0.031;;;5.707;;;1.108;;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;2019-12-12;10:00:00;2019-12-12 10:00:00;;;-0.1;266;175.2;-19.07;-143.9;;7.42;;47.763;;;0.052;;;5.647;;;1.085;;0.164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;2019-12-14;11:00:00;2019-12-14 11:00:00;;;-0.1;270;181.1;-19.14;-144.7;;8.14;;55.404;;;0.046;;;6.024;;;1.151;;0.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;2019-12-16;11:00:00;2019-12-16 11:00:00;;;-0.1;273;185;-19.19;-144.7;;7.46;;78.328;;;0.048;;;5.944;;;1.098;;0.106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;2019-12-18;11:00:00;2019-12-18 11:00:00;;;-0.1;268;196.8;-19.23;-145.3;;7.9;;66.887;;;0.043;;;6.017;;;1.158;;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;2019-12-20;12:00:00;2019-12-20 12:00:00;;;-0.1;262;199;-19.29;-146.5;;7.45;;82.83;;;0.04;;;6.312;;;1.152;;0.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;2019-12-22;11:00:00;2019-12-22 11:00:00;;;-0.1;260;212.3;-19.33;-145.6;;8.01;;80.481;;;0.042;;;6.463;;;1.138;;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;2019-12-24;12:00:00;2019-12-24 12:00:00;;;-0.1;192;196.5;-19.34;-145.7;;7.18;;100.974;;;0.039;;;6.387;;;1.186;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;2019-12-26;12:00:00;2019-12-26 12:00:00;;;-0.1;152;205.8;-19.37;-146;;7.79;;86.19;;;0.042;;;6.476;;;1.307;;0.214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;2019-12-28;13:00:00;2019-12-28 13:00:00;;;-0.1;152;213.5;-19.52;-147.2;;7.47;;93.358;;;0.036;;;6.715;;;1.188;;0.106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
