river;agency;station_code;station_name;date;discharge;flag
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-02 00:00:00;10000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-03 00:00:00;9720;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-04 00:00:00;9490;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-05 00:00:00;9480;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-06 00:00:00;9370;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-07 00:00:00;9230;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-08 00:00:00;9130;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-09 00:00:00;9040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-10 00:00:00;9010;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-11 00:00:00;9030;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-12 00:00:00;8930;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-13 00:00:00;8870;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-14 00:00:00;8770;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-15 00:00:00;8710;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-16 00:00:00;8950;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-17 00:00:00;8980;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-18 00:00:00;8850;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-19 00:00:00;8930;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-20 00:00:00;9040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-21 00:00:00;9080;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-22 00:00:00;9080;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-23 00:00:00;9050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-24 00:00:00;9020;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-25 00:00:00;9110;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-26 00:00:00;9120;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-27 00:00:00;9180;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-28 00:00:00;9240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-29 00:00:00;9340;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-09-30 00:00:00;9410;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-01 00:00:00;9410;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-02 00:00:00;9360;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-03 00:00:00;9240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-04 00:00:00;9170;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-05 00:00:00;9070;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-06 00:00:00;9020;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-07 00:00:00;9140;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-08 00:00:00;9210;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-09 00:00:00;9280;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-10 00:00:00;9330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-11 00:00:00;9280;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-12 00:00:00;9240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-13 00:00:00;9290;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-14 00:00:00;9260;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-15 00:00:00;9220;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-16 00:00:00;9210;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-17 00:00:00;9330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-18 00:00:00;9510;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-19 00:00:00;9540;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-20 00:00:00;9540;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-21 00:00:00;9480;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-22 00:00:00;9390;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-23 00:00:00;9240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-24 00:00:00;9060;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-25 00:00:00;8810;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-26 00:00:00;8650;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-27 00:00:00;8550;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-28 00:00:00;8410;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-29 00:00:00;8290;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-30 00:00:00;8260;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-10-31 00:00:00;8170;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-01 00:00:00;8110;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-02 00:00:00;8000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-03 00:00:00;7830;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-04 00:00:00;7660;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-05 00:00:00;7450;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-06 00:00:00;7210;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-07 00:00:00;6950;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-08 00:00:00;6700;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-09 00:00:00;6400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-10 00:00:00;6130;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-11 00:00:00;5860;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-12 00:00:00;5560;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-13 00:00:00;5300;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-14 00:00:00;5000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-15 00:00:00;4710;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-16 00:00:00;4420;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-17 00:00:00;4200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-18 00:00:00;3860;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-19 00:00:00;3580;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-20 00:00:00;3330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-21 00:00:00;3080;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-22 00:00:00;2870;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-23 00:00:00;2690;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-24 00:00:00;2520;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-25 00:00:00;2390;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-26 00:00:00;2230;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-27 00:00:00;2120;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-28 00:00:00;1930;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-29 00:00:00;1810;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-11-30 00:00:00;1730;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-01 00:00:00;1690;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-02 00:00:00;1680;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-03 00:00:00;1690;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-04 00:00:00;1710;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-05 00:00:00;1730;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-06 00:00:00;1780;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-07 00:00:00;1810;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-08 00:00:00;1850;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-09 00:00:00;1890;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-10 00:00:00;1930;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-11 00:00:00;1960;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-12 00:00:00;2000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-13 00:00:00;2030;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-14 00:00:00;2060;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-15 00:00:00;2100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-16 00:00:00;2130;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-17 00:00:00;2170;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-18 00:00:00;2200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-19 00:00:00;2240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-20 00:00:00;2270;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-21 00:00:00;2300;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-22 00:00:00;2330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-23 00:00:00;2360;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-24 00:00:00;2400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-25 00:00:00;2430;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-26 00:00:00;2470;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-27 00:00:00;2500;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-28 00:00:00;2530;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-29 00:00:00;2570;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-30 00:00:00;2600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1980-12-31 00:00:00;2630;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-01 00:00:00;2640;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-02 00:00:00;2680;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-03 00:00:00;2720;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-04 00:00:00;2750;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-05 00:00:00;2780;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-06 00:00:00;2830;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-07 00:00:00;2860;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-08 00:00:00;2880;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-09 00:00:00;2900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-10 00:00:00;2920;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-11 00:00:00;2950;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-12 00:00:00;2970;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-13 00:00:00;2990;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-14 00:00:00;3000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-15 00:00:00;3010;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-16 00:00:00;3020;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-17 00:00:00;3030;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-18 00:00:00;3040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-19 00:00:00;3050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-20 00:00:00;3050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-21 00:00:00;3050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-22 00:00:00;3050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-23 00:00:00;3040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-24 00:00:00;3040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-25 00:00:00;3030;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-26 00:00:00;3020;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-27 00:00:00;3010;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-28 00:00:00;3010;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-29 00:00:00;3000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-30 00:00:00;3000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-01-31 00:00:00;3000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-01 00:00:00;2990;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-02 00:00:00;2980;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-03 00:00:00;2970;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-04 00:00:00;2960;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-05 00:00:00;2950;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-06 00:00:00;2940;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-07 00:00:00;2920;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-08 00:00:00;2910;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-09 00:00:00;2900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-10 00:00:00;2880;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-11 00:00:00;2860;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-12 00:00:00;2840;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-13 00:00:00;2820;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-14 00:00:00;2810;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-15 00:00:00;2800;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-16 00:00:00;2780;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-17 00:00:00;2760;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-18 00:00:00;2750;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-19 00:00:00;2740;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-20 00:00:00;2720;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-21 00:00:00;2710;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-22 00:00:00;2700;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-23 00:00:00;2680;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-24 00:00:00;2670;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-25 00:00:00;2660;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-26 00:00:00;2640;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-27 00:00:00;2620;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-02-28 00:00:00;2610;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-01 00:00:00;2600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-02 00:00:00;2600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-03 00:00:00;2590;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-04 00:00:00;2590;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-05 00:00:00;2580;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-06 00:00:00;2570;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-07 00:00:00;2540;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-08 00:00:00;2520;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-09 00:00:00;2510;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-10 00:00:00;2500;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-11 00:00:00;2490;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-12 00:00:00;2480;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-13 00:00:00;2470;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-14 00:00:00;2460;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-15 00:00:00;2450;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-16 00:00:00;2440;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-17 00:00:00;2430;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-18 00:00:00;2420;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-19 00:00:00;2410;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-20 00:00:00;2400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-21 00:00:00;2390;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-22 00:00:00;2380;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-23 00:00:00;2370;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-24 00:00:00;2360;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-25 00:00:00;2350;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-26 00:00:00;2350;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-27 00:00:00;2340;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-28 00:00:00;2340;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-29 00:00:00;2330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-30 00:00:00;2330;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-03-31 00:00:00;2320;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-01 00:00:00;2310;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-02 00:00:00;2300;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-03 00:00:00;2300;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-04 00:00:00;2290;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-05 00:00:00;2280;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-06 00:00:00;2270;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-07 00:00:00;2260;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-08 00:00:00;2250;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-09 00:00:00;2240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-10 00:00:00;2230;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-11 00:00:00;2220;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-12 00:00:00;2210;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-13 00:00:00;2210;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-14 00:00:00;2200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-15 00:00:00;2190;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-16 00:00:00;2180;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-17 00:00:00;2170;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-18 00:00:00;2160;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-19 00:00:00;2150;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-20 00:00:00;2140;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-21 00:00:00;2130;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-22 00:00:00;2120;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-23 00:00:00;2110;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-24 00:00:00;2100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-25 00:00:00;2090;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-26 00:00:00;2070;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-27 00:00:00;2060;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-28 00:00:00;2040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-29 00:00:00;2050;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-04-30 00:00:00;2070;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-01 00:00:00;2100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-02 00:00:00;2160;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-03 00:00:00;2240;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-04 00:00:00;2350;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-05 00:00:00;2520;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-06 00:00:00;2720;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-07 00:00:00;2960;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-08 00:00:00;3260;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-09 00:00:00;3600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-10 00:00:00;4040;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-11 00:00:00;4550;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-12 00:00:00;5150;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-13 00:00:00;5900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-14 00:00:00;7000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-15 00:00:00;8500;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-16 00:00:00;11000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-17 00:00:00;16000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-18 00:00:00;21800;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-19 00:00:00;25200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-20 00:00:00;26600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-21 00:00:00;27400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-22 00:00:00;28000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-23 00:00:00;28200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-24 00:00:00;28300;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-25 00:00:00;28200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-26 00:00:00;28000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-27 00:00:00;27800;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-28 00:00:00;26500;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-29 00:00:00;25500;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-30 00:00:00;25200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-05-31 00:00:00;25200;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-01 00:00:00;25100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-02 00:00:00;25000;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-03 00:00:00;25100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-04 00:00:00;25700;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-05 00:00:00;26700;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-06 00:00:00;27400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-07 00:00:00;27600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-08 00:00:00;27600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-09 00:00:00;26900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-10 00:00:00;26100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-11 00:00:00;25100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-12 00:00:00;24400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-13 00:00:00;23900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-14 00:00:00;23400;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-15 00:00:00;23100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-16 00:00:00;22600;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-17 00:00:00;21900;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-18 00:00:00;21100;A
Mackenzie;Water Survey of Canada;10LC014;Arctic Red River;1981-06-19 00:00:00;20300;A
